Identifier ID,Identifier Type,Raw Value,Normalized Value,Connector,Finding Type,Finding Value,Confidence
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,admin@google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,docs.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,mail.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,plus.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,sites.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,talkgadget.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,onex.wifi.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,accounts.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,hosted-id.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,adwords.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,vp.video.l.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,wifi.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,jmt0.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,upload.video.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,eggroll.ext.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,sandbox.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,cod.ext.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,prom-qa.sandbox.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,glass.ext.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,ice.ext.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,www.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,checkout.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,glass-eur.ext.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,glass-mtv.ext.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,glass-twd.ext.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,services.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,audioads.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,m.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,answers.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,gmail.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,chrome.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,appengine.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,cloud.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,url.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,mtalk.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,alt1.aspmx.l.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,alt1.gmail-smtp-in.l.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,alt1.gmr-smtp-in.l.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,alt2.aspmx.l.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,alt2.gmail-smtp-in.l.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,alt2.gmr-smtp-in.l.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,alt3.aspmx.l.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,alt3.gmail-smtp-in.l.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,alt3.gmr-smtp-in.l.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,alt4.aspmx.l.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,alt4.gmail-smtp-in.l.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,alt4.gmr-smtp-in.l.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,aspmx.l.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,gmail-smtp-in.l.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,gmr-smtp-in.l.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,mx.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,ecc-test.sandbox.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,drive.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,code.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,login.corp.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,clients.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,upload.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,docs.sandbox.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,drive.sandbox.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,script.sandbox.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,sites.sandbox.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,meeting.ext.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,client-channel.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,misc.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,ext.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,accounts.freezone.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,freezone.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,gaiastaging.freezone.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,mail.freezone.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,plus.freezone.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,search.freezone.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,www.freezone.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,soaproxyprod01.ext.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,corp.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,uberproxy.corp.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,da.ext.corp.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,hot-da.ext.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,soaproxytest01.ext.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,fra-da.ext.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,cag.ext.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,twd-da.ext.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,spdy-proxy-debug.ext.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,spdy-proxy.ext.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,apps-secure-data-connector.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,da.ext.google.com,0.7
